run ----       objective        ----         violation        
--- ---- ---------------------- ---- -------------------------
  1 ---- -30665.989728096938052 ---- 0.00075245033889359547175
  2 ---- -30665.903333588183159 ---- 0.00069717091530385744136
  3 ---- -30664.207749373719707 ---- 0.00053586330159838269083
  4 ----  -30666.05951568299497 ---- 0.00074219288025823004773
  5 ---- -30665.114897372830455 ----                         0
  6 ---- -30665.741001082649746 ---- 0.00083333918232852965957
  7 ---- -30665.741001082649746 ---- 0.00083333918232852965957
  8 ---- -30665.107512057969871 ---- 0.00043421930477904879808
  9 ---- -30665.416555970965419 ----  0.0006822490042477369343
 10 ---- -30665.032967619121337 ---- 0.00075685612251241707327
 11 ---- -30665.368908325297525 ---- 0.00024558765506554891545
 12 ---- -30666.331126883647812 ---- 0.00099392498976946797029
 13 ---- -30665.950277341511537 ---- 0.00073567749367509094327
 14 ---- -30664.803263814093953 ----                         0
 15 ---- -30665.167977196717402 ---- 0.00086389838768674565017
 16 ---- -30665.739730946716008 ---- 0.00050956651866407298712
 17 ---- -30664.365290726032981 ---- 0.00047584012446044710032
 18 ---- -30665.743829586688662 ---- 0.00039524593182527212321
 19 ---- -30664.987689342586236 ---- 0.00066056972499950461497
 20 ---- -30665.743829586688662 ---- 0.00039524593182527212321
 21 ---- -30664.803263814093953 ----                         0
 22 ---- -30666.121066900133883 ---- 0.00099923127700485281366
 23 ---- -30665.743829586688662 ---- 0.00039524593182527212321
 24 ---- -30665.743829586688662 ---- 0.00039524593182527212321
 25 ---- -30665.741001082649746 ---- 0.00083333918232852965957
 26 ---- -30665.614259642497927 ---- 0.00045575706993083997531
 27 ---- -30665.108150768362975 ---- 0.00023176423155923941977
 28 ---- -30665.989728096938052 ---- 0.00075245033889359547175
 29 ---- -30663.801970857875858 ---- 0.00035723955807576146526
 30 ---- -30664.207749373719707 ---- 0.00053586330159838269083
 31 ---- -30665.368908325297525 ---- 0.00024558765506554891545
 32 ---- -30665.950277341511537 ---- 0.00073567749367509094327
 33 ---- -30666.331126883647812 ---- 0.00099392498976946797029
 34 ---- -30665.032967619121337 ---- 0.00075685612251241707327
 35 ---- -30666.157845250905666 ---- 0.00081615504234555658059
 36 ---- -30664.365290726032981 ---- 0.00047584012446044710032
 37 ---- -30665.108150768362975 ---- 0.00023176423155923941977
 38 ---- -30665.368908325297525 ---- 0.00024558765506554891545
 39 ---- -30665.660846860475431 ---- 0.00057894218673126829344
 40 ---- -30664.207749373719707 ---- 0.00053586330159838269083
 41 ---- -30665.818773936563957 ---- 0.00062298889955947345243
 42 ---- -30663.801970857875858 ---- 0.00035723955807576146526
 43 ---- -30665.893278032188391 ---- 0.00094630927167038692005
 44 ---- -30665.614259642497927 ---- 0.00045575706993083997531
 45 ---- -30665.739730946716008 ---- 0.00050956651866407298712
 46 ---- -30665.486525104373868 ---- 0.00074501297487294948496
 47 ---- -30665.416555970965419 ----  0.0006822490042477369343
 48 ---- -30666.175178283770947 ---- 0.00085927306562361138731
 49 ---- -30664.365290726032981 ---- 0.00047584012446044710032
 50 ---- -30666.121066900133883 ---- 0.00099923127700485281366
