run ----        objective        ---- violation
--- ---- ----------------------- ---- ---------
  1 ---- -0.99998331564425990692 ----         0
  2 ---- -0.99968891447510122017 ----         0
  3 ---- -0.99968891447510122017 ----         0
  4 ---- -0.99997820033647788485 ----         0
  5 ---- -0.99968891447510122017 ----         0
  6 ---- -0.99998200687832583533 ----         0
  7 ----  -0.9999592408427342427 ----         0
  8 ---- -0.99998487425083948388 ----         0
  9 ---- -0.99968891447510122017 ----         0
 10 ---- -0.99997820033647788485 ----         0
 11 ---- -0.99998331564425990692 ----         0
 12 ---- -0.99997820033647788485 ----         0
 13 ---- -0.99999056810510933424 ----         0
 14 ---- -0.99998487425083948388 ----         0
 15 ---- -0.99998161303553245727 ----         0
 16 ---- -0.99998331564425990692 ----         0
 17 ---- -0.99999061538024791584 ----         0
 18 ---- -0.99999061538024791584 ----         0
 19 ---- -0.99998161303553245727 ----         0
 20 ---- -0.99999701496155635194 ----         0
 21 ---- -0.99968891447510122017 ----         0
 22 ---- -0.99999056810510933424 ----         0
 23 ---- -0.99997820033647788485 ----         0
 24 ---- -0.99999061538024791584 ----         0
 25 ---- -0.99997763640924053341 ----         0
 26 ---- -0.99968891447510122017 ----         0
 27 ---- -0.99998331564425990692 ----         0
 28 ---- -0.99998331564425990692 ----         0
 29 ---- -0.99998331564425990692 ----         0
 30 ---- -0.99997820033647788485 ----         0
 31 ---- -0.99998487425083948388 ----         0
 32 ---- -0.99997763640924053341 ----         0
 33 ---- -0.99998487425083948388 ----         0
 34 ---- -0.99998331564425990692 ----         0
 35 ---- -0.99998200687832583533 ----         0
 36 ---- -0.99998331564425990692 ----         0
 37 ---- -0.99997820033647788485 ----         0
 38 ---- -0.99998487425083948388 ----         0
 39 ---- -0.99997763640924053341 ----         0
 40 ---- -0.99998331564425990692 ----         0
 41 ---- -0.99997763640924053341 ----         0
 42 ---- -0.99999056810510933424 ----         0
 43 ---- -0.99999701496155635194 ----         0
 44 ---- -0.99968891447510122017 ----         0
 45 ---- -0.99998487425083948388 ----         0
 46 ---- -0.99998487425083948388 ----         0
 47 ---- -0.99999056810510933424 ----         0
 48 ---- -0.99997763640924053341 ----         0
 49 ---- -0.99998331564425990692 ----         0
 50 ---- -0.99999483337475736366 ----         0
